job_ad_id,job_type,job_fed_contractor,job_ownership,job_req_communication,job_req_organization,received_callback,honors,worked_during_school,special_skills,volunteer,military,employment_holes,experience_delta,computer_match,school_match
396,1,0,4,0,0,0,0,0,0,1,0,1,5,2,1
396,1,0,4,0,0,0,0,1,0,0,0,0,4,2,1
396,1,0,4,0,0,0,0,0,1,0,0,1,3,2,1
396,1,0,4,0,0,0,0,0,0,1,0,1,5,2,3
397,1,0,4,0,0,0,0,0,1,1,0,1,4,2,1
397,1,0,4,0,0,0,0,1,1,1,0,0,5,3,2
398,3,0,2,0,0,0,0,0,0,0,0,1,4,2,2
398,3,0,2,0,0,0,0,1,1,0,0,0,5,2,2
398,3,0,2,0,0,0,0,1,0,0,0,1,6,2,2
398,3,0,2,0,0,0,0,1,0,1,0,0,6,2,2
399,3,0,1,0,0,0,0,1,1,0,0,1,13,2,2
399,3,0,1,0,0,0,1,0,1,0,0,1,19,2,2
400,1,1,1,0,0,0,0,1,0,1,0,0,5,3,2
399,3,0,1,0,0,0,0,0,1,0,1,1,7,2,2
399,3,0,1,0,0,0,0,1,0,0,0,1,21,2,2
400,1,1,1,0,0,0,0,1,1,1,0,0,5,3,2
401,3,0,3,0,0,0,0,1,1,0,0,1,4,1,2
401,3,0,3,0,0,0,0,1,1,0,0,0,5,1,2
401,3,0,3,0,0,0,0,1,0,0,0,0,6,1,2
401,3,0,3,0,0,0,0,1,0,1,0,0,5,1,1
403,1,0,4,0,0,0,0,0,1,1,0,0,5,2,1
402,3,0,1,0,0,0,0,0,0,0,0,0,6,3,2
403,1,0,4,0,0,0,0,1,0,1,0,0,6,3,2
402,3,0,1,0,0,0,0,0,1,0,0,1,6,2,2
402,3,0,1,0,0,0,1,1,0,0,0,1,6,2,2
402,3,0,1,0,0,0,0,1,0,1,1,0,4,2,2
404,4,0,1,1,1,0,0,0,0,1,0,1,8,1,2
404,4,0,1,1,1,0,0,1,0,0,0,1,5,1,2
405,6,0,4,0,0,0,0,0,1,1,0,0,5,3,2
405,6,0,4,0,0,0,0,0,1,1,0,0,5,2,2
404,4,0,1,1,1,0,0,1,0,0,0,0,6,1,2
405,6,0,4,0,0,0,0,0,1,0,0,0,5,3,2
404,4,0,1,1,1,0,0,1,0,1,1,0,3,1,2
405,6,0,4,0,0,0,0,0,1,0,0,0,4,2,2
406,3,0,1,1,0,0,0,1,0,1,0,0,10,1,2
406,3,0,1,1,0,0,0,1,0,1,0,0,9,1,2
406,3,0,1,1,0,0,1,0,0,0,0,1,7,1,2
406,3,0,1,1,0,0,0,0,0,0,0,1,8,1,2
407,1,0,3,0,0,0,0,0,1,0,0,1,2,1,1
407,1,0,3,0,0,0,0,0,1,1,0,1,1,1,1
407,1,0,3,0,0,0,0,1,0,0,0,0,1,1,1
407,1,0,3,0,0,0,0,1,0,1,0,1,0,1,1
410,1,0,1,0,0,0,0,0,1,1,0,0,4,3,2
410,1,0,1,0,0,1,0,1,0,1,0,1,7,2,2
412,1,0,4,0,0,0,0,0,1,0,0,0,3,2,2
411,3,0,4,1,0,0,0,1,0,0,0,0,3,1,2
411,3,0,4,1,0,0,0,0,0,0,0,1,2,1,2
411,3,0,4,1,0,0,0,1,0,0,0,0,4,1,2
412,1,0,4,0,0,0,1,1,1,1,0,1,4,3,2
412,1,0,4,0,0,0,0,1,1,1,1,0,4,2,2
411,3,0,4,1,0,0,0,1,1,0,0,0,4,1,2
412,1,0,4,0,0,0,0,0,1,0,0,0,2,2,2
413,3,1,2,0,0,0,0,0,1,1,0,1,10,1,2
414,1,1,1,0,0,1,0,1,0,1,0,1,4,3,2
414,1,1,1,0,0,0,0,1,1,1,0,0,5,3,2
413,3,1,2,0,0,0,0,1,0,1,0,1,11,1,2
413,3,1,2,0,0,0,0,1,1,0,0,0,3,1,2
413,3,1,2,0,0,0,0,0,1,0,0,1,2,1,2
415,2,0,2,0,0,0,0,1,0,0,0,0,2,1,2
415,2,0,2,0,0,0,0,0,1,1,0,1,2,1,2
416,1,0,4,0,0,0,0,1,0,1,0,1,2,3,2
416,1,0,4,0,0,0,0,1,1,1,0,0,2,3,2
417,3,0,4,0,0,0,0,1,0,1,0,0,3,1,2
418,1,0,2,0,0,1,1,1,1,1,0,0,6,3,2
417,3,0,4,0,0,0,0,1,0,1,0,1,5,1,2
418,1,0,2,0,0,1,0,1,1,1,0,1,6,3,2
419,1,0,1,0,0,0,0,1,1,1,0,0,6,3,2
419,1,0,1,0,0,0,0,1,1,1,1,0,6,3,2
420,1,1,2,0,0,0,1,1,1,1,0,0,4,4,2
420,1,1,2,0,0,0,0,1,0,1,0,0,2,4,2
421,3,0,2,0,0,0,0,1,0,1,0,1,23,1,2
421,3,0,2,0,0,0,0,1,0,0,0,1,5,1,2
421,3,0,2,0,0,0,0,1,0,0,0,0,4,1,2
421,3,0,2,0,0,0,1,1,0,0,0,1,4,1,2
422,2,0,1,0,0,0,0,0,0,1,0,1,0,1,2
422,2,0,1,0,0,0,0,1,0,1,1,0,0,1,2
422,2,0,1,0,0,0,0,1,1,0,0,0,0,1,2
423,1,0,2,0,0,0,0,0,1,1,0,1,1,3,2
423,1,0,2,0,0,0,0,0,1,0,0,0,5,3,2
422,2,0,1,0,0,0,0,1,0,0,0,1,0,1,2
425,6,0,4,0,0,0,0,0,0,0,0,0,5,3,2
424,2,0,1,0,0,0,0,1,1,0,0,0,3,1,2
425,6,0,4,0,0,0,0,0,1,0,0,0,4,3,2
424,2,0,1,0,0,0,0,0,1,1,0,1,4,1,2
426,2,0,4,1,0,1,1,1,1,1,0,0,9,2,2
426,2,0,4,1,0,1,0,1,1,1,0,1,5,3,2
428,1,0,1,0,0,0,0,1,0,1,0,1,6,3,2
427,2,0,1,0,0,0,0,1,0,0,0,0,0,1,2
427,2,0,1,0,0,0,0,1,0,0,0,1,1,1,2
427,2,0,1,0,0,0,0,1,1,0,0,0,1,1,2
428,1,0,1,0,0,0,0,1,0,1,0,0,5,3,2
427,2,0,1,0,0,0,0,0,0,0,0,1,2,1,2
429,3,0,4,0,0,0,0,1,0,0,0,0,8,1,2
430,1,0,1,0,0,0,0,1,0,1,0,1,4,2,2
429,3,0,4,0,0,0,0,0,1,1,0,1,5,1,2
430,1,0,1,0,0,0,0,1,1,1,0,0,2,3,2
431,2,0,1,0,0,0,0,1,0,0,0,0,3,1,2
431,2,0,1,0,0,0,0,1,0,1,1,0,1,1,2
431,2,0,1,0,0,0,0,0,0,0,0,0,3,1,2
432,1,0,4,0,0,0,0,0,1,0,0,1,2,2,1
431,2,0,1,0,0,0,0,1,0,1,0,0,2,1,2
432,1,0,4,0,0,0,0,0,1,0,0,0,2,3,2
433,1,0,1,0,0,0,0,0,0,0,0,0,6,3,2
433,1,0,1,0,0,0,0,0,1,0,0,0,4,3,2
434,3,0,4,0,0,0,0,1,0,1,0,1,2,1,2
434,3,0,4,0,0,0,0,1,0,0,0,0,4,1,2
434,3,0,4,0,0,0,1,0,0,0,0,1,2,1,2
434,3,0,4,0,0,0,0,0,0,1,0,1,3,1,2
435,1,0,1,0,0,0,0,0,1,0,0,1,6,2,2
435,1,0,1,0,0,0,0,0,1,0,0,1,9,2,2
436,3,0,4,0,0,0,0,0,0,1,0,1,12,1,2
436,3,0,4,0,0,0,0,0,0,0,0,0,6,1,2
436,3,0,4,0,0,0,1,1,0,0,0,1,5,1,2
436,3,0,4,0,0,0,0,0,0,0,0,1,7,1,2
438,6,0,4,1,0,0,0,0,0,0,0,0,14,3,2
437,1,0,1,0,0,0,0,1,0,0,0,1,12,1,2
437,1,0,1,0,0,0,0,0,1,0,1,1,7,1,2
438,6,0,4,1,0,0,0,0,1,0,0,1,3,3,2
438,6,0,4,1,0,0,0,0,1,0,0,0,1,3,2
437,1,0,1,0,0,0,1,0,0,0,0,1,5,1,2
437,1,0,1,0,0,0,0,1,0,0,0,1,21,1,2
438,6,0,4,1,0,0,0,0,1,0,0,1,2,2,2
439,4,0,1,0,0,0,0,0,0,0,0,1,7,1,2
440,5,0,4,0,0,1,0,0,0,0,0,1,10,2,2
440,5,0,4,0,0,0,0,0,1,0,0,1,10,3,2
439,4,0,1,0,0,0,0,0,0,1,0,1,7,1,2
440,5,0,4,0,0,1,0,0,1,0,1,1,6,2,2
439,4,0,1,0,0,0,1,1,0,0,0,1,6,1,2
439,4,0,1,0,0,0,0,0,0,0,0,0,6,1,2
440,5,0,4,0,0,1,0,1,1,0,0,1,11,2,2
125,1,0,1,0,0,0,0,1,1,1,0,0,11,2,2
125,1,0,1,0,0,0,0,0,0,0,0,0,5,2,2
73,1,0,1,0,0,0,0,0,0,1,0,0,15,2,2
201,6,0,1,0,0,0,0,0,0,0,0,1,7,3,2
184,6,0,4,0,0,0,1,0,0,0,0,1,8,3,2
100,1,0,1,0,0,0,0,0,0,0,0,0,26,3,2
1,1,0,1,0,0,0,0,0,0,1,0,0,15,2,2
184,6,0,4,0,0,0,0,1,1,1,0,0,6,2,2
201,6,0,1,0,0,0,0,1,0,0,0,0,6,2,2
73,1,0,1,0,0,0,0,0,0,0,0,0,23,3,2
125,1,0,1,0,0,0,0,0,0,1,0,0,15,2,2
225,1,0,3,0,0,0,0,0,0,1,0,0,16,2,2
225,1,0,3,0,0,0,0,0,0,0,0,0,6,2,2
184,6,0,4,0,0,0,1,0,0,0,1,1,10,2,2
73,1,0,1,0,0,0,0,0,0,0,0,0,5,2,2
100,1,0,1,0,0,0,0,1,1,1,0,0,14,2,2
1,1,0,1,0,0,0,0,0,0,0,0,0,23,3,2
100,1,0,1,0,0,0,0,0,0,0,0,0,8,2,2
73,1,0,1,0,0,0,0,1,1,1,0,0,11,2,2
100,1,0,1,0,0,0,0,0,0,1,0,0,18,2,2
1,1,0,1,0,0,0,0,0,0,0,0,0,5,2,2
225,1,0,3,0,0,0,0,1,1,1,0,0,12,2,2
225,1,0,3,0,0,0,0,0,0,0,0,0,24,3,2
201,6,0,1,0,0,0,0,1,0,1,1,0,2,2,2
125,1,0,1,0,0,0,0,0,0,0,0,0,23,3,2
1,1,0,1,0,0,0,0,1,1,1,0,0,11,2,2
201,6,0,1,0,0,0,0,1,0,1,0,0,8,2,2
184,6,0,4,0,0,0,0,0,0,0,0,1,10,3,2
441,1,0,1,0,0,1,0,1,0,0,0,0,3,1,2
441,1,0,1,0,0,1,0,0,1,1,0,1,3,1,2
442,3,0,4,0,0,0,0,1,0,0,0,0,9,2,2
442,3,0,4,0,0,0,0,1,0,1,0,1,9,2,2
442,3,0,4,0,0,0,0,1,0,0,0,0,12,2,2
442,3,0,4,0,0,0,0,1,1,0,0,1,15,2,2
444,3,0,4,0,0,0,1,1,0,0,0,1,5,1,2
444,3,0,4,0,0,0,0,0,0,0,0,1,11,1,2
444,3,0,4,0,0,0,0,1,0,1,1,0,3,1,2
444,3,0,4,0,0,0,0,0,0,0,0,0,6,1,2
445,3,0,1,1,1,1,1,1,0,0,0,1,4,1,2
445,3,0,1,1,1,0,0,0,0,0,0,1,5,1,2
445,3,0,1,1,1,0,0,1,0,1,1,0,4,1,2
445,3,0,1,1,1,0,0,0,0,0,0,0,6,1,2
446,6,0,1,0,0,0,0,0,0,0,0,0,7,3,2
446,6,0,1,0,0,0,0,1,1,1,0,0,3,2,2
446,6,0,1,0,0,0,0,0,1,0,0,0,3,2,2
446,6,0,1,0,0,0,0,0,1,1,0,0,4,2,2
447,6,0,1,0,0,0,0,0,1,0,0,0,4,3,2
447,6,0,1,0,0,0,0,0,0,0,0,1,7,3,2
448,3,0,4,0,0,0,0,0,1,0,1,1,11,1,2
448,3,0,4,0,0,0,0,0,0,0,0,1,10,1,2
448,3,0,4,0,0,0,0,1,0,0,0,0,12,1,2
448,3,0,4,0,0,0,0,1,0,1,0,0,10,1,2
449,3,0,1,1,1,0,0,0,0,0,0,1,5,1,2
449,3,0,1,1,1,0,0,1,0,0,0,0,5,1,2
449,3,0,1,1,1,0,0,0,1,1,0,1,6,1,2
449,3,0,1,1,1,0,0,1,0,0,0,1,5,1,2
450,4,0,4,0,0,0,0,0,0,0,0,1,3,2,2
450,4,0,4,0,0,0,0,1,0,1,0,0,5,2,2
450,4,0,4,0,0,0,0,0,0,0,0,1,24,2,2
450,4,0,4,0,0,0,0,1,0,0,0,1,20,2,2
451,3,0,4,0,0,0,0,1,1,0,0,0,4,1,2
451,3,0,4,0,0,0,0,1,0,0,0,0,4,1,2
451,3,0,4,0,0,0,0,1,0,0,0,0,2,1,2
451,3,0,4,0,0,0,0,1,0,1,0,0,3,1,2
452,3,0,1,0,0,0,0,1,0,0,0,0,9,1,2
452,3,0,1,0,0,0,0,0,0,0,0,1,4,1,2
453,5,0,1,0,0,0,0,0,0,0,0,1,5,2,2
453,5,0,1,0,0,0,0,0,1,0,0,0,5,2,2
452,3,0,1,0,0,0,0,0,1,0,1,1,4,1,2
452,3,0,1,0,0,0,1,1,0,0,0,1,4,1,2
454,3,1,2,0,1,0,0,1,1,1,0,0,5,1,2
454,3,1,2,0,1,0,0,0,1,0,0,1,7,4,2
454,3,1,2,0,1,0,0,1,1,0,0,1,9,4,2
454,3,1,2,0,1,0,0,1,1,1,0,0,7,1,2
455,3,0,4,0,1,0,0,1,0,0,0,0,9,1,2
455,3,0,4,0,1,1,0,1,1,0,0,0,10,1,2
455,3,0,4,0,1,0,1,0,0,0,0,1,9,1,2
455,3,0,4,0,1,0,0,1,0,1,0,0,10,1,2
456,3,0,1,1,0,0,0,0,0,0,0,0,13,1,2
456,3,0,1,1,0,0,0,1,0,1,0,1,9,1,2
456,3,0,1,1,0,0,0,0,0,0,0,1,8,1,2
456,3,0,1,1,0,0,0,0,0,0,0,1,10,1,2
457,2,0,4,0,0,0,0,1,1,1,0,1,1,1,2
457,2,0,4,0,0,0,0,0,0,0,0,1,1,1,2
457,2,0,4,0,0,0,0,0,0,0,0,0,2,1,2
457,2,0,4,0,0,0,0,1,1,0,0,0,1,1,2
458,2,0,1,0,0,0,0,1,0,1,0,1,12,1,2
458,2,0,1,0,0,1,0,0,1,0,0,1,3,1,2
459,5,0,1,0,0,0,0,0,0,0,0,0,5,1,2
458,2,0,1,0,0,0,0,1,1,0,0,0,4,1,2
458,2,0,1,0,0,0,0,0,0,0,0,0,7,1,2
459,5,0,1,0,0,0,0,1,1,1,0,1,4,1,2
460,3,0,1,0,0,0,0,1,0,0,0,0,6,2,2
460,3,0,1,0,0,0,0,0,0,0,0,0,2,2,2
460,3,0,1,0,0,0,0,0,1,1,0,1,6,2,2
461,6,0,4,0,0,1,0,1,1,1,0,0,1,3,2
461,6,0,4,0,0,0,0,1,0,1,0,0,1,3,2
460,3,0,1,0,0,1,0,1,0,1,0,1,11,2,2
462,2,0,1,0,0,1,0,1,0,1,0,0,3,2,2
462,2,0,1,0,0,1,0,1,0,1,0,1,3,2,2
462,2,0,1,0,0,1,0,0,0,0,0,0,3,2,2
462,2,0,1,0,0,0,0,1,0,0,0,0,3,2,2
464,1,0,1,0,0,0,0,1,1,1,0,0,4,3,2
463,3,0,4,0,0,0,0,1,0,0,0,0,3,1,2
463,3,0,4,0,0,0,0,1,0,1,0,1,5,1,2
464,1,0,1,0,0,0,0,0,1,1,0,1,4,2,1
463,3,0,4,0,0,0,0,1,0,1,0,0,5,1,2
463,3,0,4,0,0,0,0,0,0,0,0,0,3,1,2
465,3,0,4,0,0,0,0,1,0,0,0,0,3,1,2
465,3,0,4,0,0,0,0,1,1,0,0,0,7,4,2
465,3,0,4,0,0,0,0,0,0,0,0,1,2,1,2
466,5,0,4,0,0,0,0,0,1,0,0,0,6,3,2
465,3,0,4,0,0,0,0,1,1,0,0,0,4,1,2
466,5,0,4,0,0,0,1,0,1,0,0,0,6,3,2
467,3,0,1,0,0,0,0,1,0,0,0,0,7,1,2
467,3,0,1,0,0,0,0,1,0,1,0,0,9,1,2
467,3,0,1,0,0,0,0,1,0,0,0,0,15,1,2
467,3,0,1,0,0,0,0,1,0,1,0,0,12,1,2
469,5,0,1,0,0,0,0,0,0,0,0,1,6,3,2
468,3,0,4,0,0,0,0,1,0,1,0,0,4,1,2
469,5,0,1,0,0,0,1,0,1,0,0,0,6,3,2
468,3,0,4,0,0,0,0,1,1,0,0,0,7,1,2
468,3,0,4,0,0,0,0,0,1,0,0,1,6,1,2
468,3,0,4,0,0,0,0,1,1,0,0,0,5,1,2
470,3,1,1,0,0,0,0,1,0,1,0,0,0,1,2
470,3,1,1,0,0,0,0,1,1,0,0,0,0,1,2
470,3,1,1,0,0,0,0,0,1,0,0,1,1,1,2
470,3,1,1,0,0,0,0,1,1,0,0,0,0,1,2
471,2,0,1,0,0,0,0,1,0,1,0,1,1,2,2
471,2,0,1,0,0,0,0,1,0,1,0,0,1,2,2
471,2,0,1,0,0,0,0,1,0,1,0,0,3,2,2
471,2,0,1,0,0,0,0,0,0,0,0,1,2,2,2
472,6,0,4,0,0,0,0,0,0,1,1,1,6,2,2
472,6,0,4,0,0,0,0,1,1,1,0,1,3,2,2
473,3,0,2,0,0,0,0,1,0,0,0,1,4,1,2
473,3,0,2,0,0,0,0,1,0,1,1,0,0,1,2
473,3,0,2,0,0,0,0,0,0,0,0,1,2,1,2
473,3,0,2,0,0,0,0,0,1,1,0,1,19,1,2
474,2,0,1,0,0,0,1,0,0,0,0,1,5,1,2
475,6,0,4,0,0,0,0,0,1,0,0,0,2,2,2
474,2,0,1,0,0,0,0,1,1,0,0,0,5,1,2
474,2,0,1,0,0,0,0,0,0,0,0,1,4,1,2
474,2,0,1,0,0,0,0,1,0,1,0,0,5,1,1
475,6,0,4,0,0,0,0,0,0,0,0,0,2,3,2
476,3,0,4,0,0,0,0,1,1,0,0,0,3,1,2
476,3,0,4,0,0,0,0,0,1,0,0,1,3,1,2
476,3,0,4,0,0,0,0,1,0,0,0,1,3,1,2
476,3,0,4,0,0,0,0,1,0,0,0,0,3,1,2
477,3,0,4,0,0,0,0,1,0,1,1,0,3,1,3
477,3,0,4,0,0,0,0,1,0,0,0,0,16,1,3
477,3,0,4,0,0,0,0,0,0,0,0,1,6,1,3
477,3,0,4,0,0,0,0,1,0,0,0,1,6,1,1
478,3,0,1,0,0,0,0,0,1,0,1,1,7,1,2
478,3,0,1,0,0,0,0,1,0,0,0,1,4,1,2
478,3,0,1,0,0,0,0,0,0,0,0,1,11,1,2
479,5,1,4,0,0,0,0,1,0,0,0,1,5,3,2
478,3,0,1,0,0,0,0,1,0,0,0,0,2,1,2
479,5,1,4,0,0,0,0,0,0,0,0,0,5,3,2
480,5,1,4,0,0,0,0,1,1,1,0,0,4,3,2
480,5,1,4,0,0,0,0,0,0,1,0,1,6,2,2
481,3,0,3,0,0,0,0,1,0,1,0,0,5,2,2
481,3,0,3,0,0,0,0,0,0,0,0,0,6,2,2
481,3,0,3,0,0,0,0,1,0,1,1,0,4,2,2
481,3,0,3,0,0,0,0,1,0,0,0,0,6,2,2
482,3,0,1,0,0,0,0,1,0,0,0,0,6,1,2
482,3,0,1,0,0,0,0,0,0,0,0,0,4,1,2
482,3,0,1,0,0,0,0,1,0,1,0,0,4,1,2
483,5,0,4,0,0,0,0,1,1,1,0,0,4,3,2
482,3,0,1,0,0,0,0,1,0,1,1,0,4,1,2
483,5,0,4,0,0,0,0,0,0,1,0,1,6,2,2
484,3,0,4,0,0,0,0,1,0,0,0,0,12,2,2
484,3,0,4,0,0,0,0,1,0,0,0,0,16,2,2
484,3,0,4,0,0,0,0,1,0,0,0,0,7,2,2
484,3,0,4,0,0,0,0,0,0,0,0,1,15,2,2
485,5,0,4,0,0,0,0,1,1,0,0,0,0.5,3,1
485,5,0,4,0,0,0,1,1,1,0,0,0,10.5,2,2
485,5,0,4,0,0,1,0,0,1,0,0,1,0.5,2,2
485,5,0,4,0,0,0,0,0,1,0,0,1,2.5,2,1
486,5,0,4,0,0,0,0,0,1,0,0,1,8,2,2
486,5,0,4,0,0,0,0,0,1,0,0,1,6,2,2
486,5,0,4,0,0,0,0,0,0,0,0,1,8,3,2
486,5,0,4,0,0,0,0,0,1,0,0,1,5,3,2
79,5,0,4,0,0,0,0,1,0,0,0,0,6,2,2
132,6,0,4,0,0,0,0,1,0,0,0,0,6,2,2
132,6,0,4,0,0,0,0,0,0,0,0,1,7,3,2
234,5,0,1,0,0,0,0,1,0,1,0,0,8,2,2
47,6,0,1,0,0,0,0,1,0,0,0,0,8,2,2
234,5,0,1,0,0,0,0,1,0,1,1,0,2,2,2
47,6,0,1,0,0,0,0,0,0,1,0,0,8,3,2
234,5,0,1,0,0,0,0,0,0,0,0,1,7,3,2
132,6,0,4,0,0,0,0,1,0,1,0,0,8,2,2
192,6,0,4,0,0,0,0,1,0,1,1,0,2,2,2
234,5,0,1,0,0,0,0,1,0,0,0,0,6,2,2
192,6,0,4,0,0,0,0,1,0,0,0,0,6,2,2
192,6,0,4,0,0,0,0,0,0,0,0,1,7,3,2
47,6,0,1,0,0,0,0,1,0,0,0,0,8,3,2
210,5,0,1,0,0,0,0,1,0,0,0,0,3,2,2
47,6,0,1,0,0,0,0,0,0,1,0,1,10,2,2
132,6,0,4,0,0,0,0,1,0,1,1,0,2,2,2
210,5,0,1,0,0,0,0,0,0,0,0,1,4,3,2
79,5,0,4,0,0,0,0,1,0,1,1,0,2,2,2
210,5,0,1,0,0,0,0,1,0,1,0,0,5,2,2
210,5,0,1,0,0,0,0,1,0,1,1,0,-1,2,2
192,6,0,4,0,0,0,0,1,0,1,0,0,8,2,2
79,5,0,4,0,0,0,0,0,0,0,0,1,7,3,2
79,5,0,4,0,0,0,0,1,0,1,0,0,8,2,2
487,3,0,4,1,0,0,0,0,1,0,0,1,16,2,2
487,3,0,4,1,0,0,0,0,1,0,0,1,7,3,2
487,3,0,4,1,0,0,0,1,1,0,0,0,5,2,2
487,3,0,4,1,0,0,0,0,1,0,0,1,4,2,2
288,6,1,2,0,0,1,0,1,1,1,0,0,5,1,2
288,6,1,2,0,0,1,0,0,0,0,0,0,13,1,2
288,6,1,2,0,0,0,0,0,0,0,0,1,8,4,2
288,6,1,2,0,0,0,0,0,0,1,0,0,20,4,2
289,6,0,1,0,0,0,0,0,0,0,0,1,8,3,2
289,6,0,1,0,0,0,0,1,1,1,0,0,5,2,2
289,6,0,1,0,0,1,0,0,0,1,0,0,20,3,2
289,6,0,1,0,0,0,0,0,0,0,0,0,13,2,2
488,4,1,3,1,0,0,0,0,1,0,0,1,2,1,2
488,4,1,3,1,0,0,0,0,0,1,0,1,14,1,2
488,4,1,3,1,0,0,0,1,1,1,0,1,4,1,2
488,4,1,3,1,0,0,0,0,1,0,0,1,1,1,2
489,3,0,4,0,0,0,0,1,1,1,0,1,4,2,2
489,3,0,4,0,0,0,0,0,1,0,0,1,2,3,2
489,3,0,4,0,0,0,1,0,1,1,0,1,4,2,2
489,3,0,4,0,0,0,0,0,1,0,0,1,1,2,2
291,6,0,4,0,0,0,0,1,0,1,0,0,8,1,2
291,6,0,4,0,0,0,0,1,0,0,0,0,6,1,2
291,6,0,4,0,0,0,0,0,0,0,0,1,7,4,2
291,6,0,4,0,0,0,0,1,0,1,1,0,2,1,2
490,3,0,4,0,0,0,0,0,1,0,0,1,13,1,2
490,3,0,4,0,0,0,1,0,1,1,0,1,8,1,2
490,3,0,4,0,0,0,0,0,1,0,0,1,9,1,2
490,3,0,4,0,0,0,0,0,1,0,0,1,4,1,2
292,5,0,3,0,0,0,0,0,0,0,0,1,7,3,2
292,5,0,3,0,0,0,0,1,0,0,0,0,6,2,2
491,3,0,4,0,0,0,0,0,1,0,0,1,4,1,2
491,3,0,4,0,0,0,0,0,1,0,0,1,7,4,2
491,3,0,4,0,0,0,1,1,1,1,0,1,26,1,2
491,3,0,4,0,0,0,0,1,1,1,0,0,16,1,2
293,6,0,1,0,0,0,0,1,1,1,0,0,5,2,2
293,6,0,1,0,0,1,0,0,0,1,0,0,20,3,2
293,6,0,1,0,0,0,0,0,0,0,0,1,8,3,2
293,6,0,1,0,0,0,0,0,0,0,0,0,13,2,2
492,3,0,4,0,0,0,1,0,1,1,0,1,8,2,2
492,3,0,4,0,0,0,0,1,1,0,0,1,5,3,2
492,3,0,4,0,0,0,0,0,0,1,0,0,18,3,2
492,3,0,4,0,0,0,0,1,1,0,0,1,7,2,2
294,6,0,1,0,0,0,0,1,0,1,0,0,8,2,2
294,6,0,1,0,0,0,0,1,0,0,0,0,6,2,2
294,6,0,1,0,0,0,0,0,0,0,0,1,7,3,2
294,6,0,1,0,0,0,0,1,0,1,1,0,2,2,2
493,3,0,3,0,0,0,0,1,1,0,0,1,5,4,2
493,3,0,3,0,0,0,0,0,0,1,0,1,14,1,2
493,3,0,3,0,0,1,0,0,1,0,0,0,11,1,2
493,3,0,3,0,0,1,0,1,0,1,0,0,9,1,2
295,6,0,1,0,0,0,0,1,0,1,1,0,0,2,2
295,6,0,1,0,0,0,0,1,0,1,0,0,6,2,2
295,6,0,1,0,0,0,0,1,0,0,0,0,4,2,2
