job_ad_id,job_type,job_fed_contractor,job_ownership,job_req_communication,job_req_organization,received_callback,honors,worked_during_school,special_skills,volunteer,military,employment_holes,experience_delta,computer_match,school_match
404,clerical,0,private,1,1,0,0,1,0,1,1,0,3,RY,NS
405,retail_sales,0,unknown,0,0,0,0,0,1,0,0,0,4,NY,NC
406,secretary,0,private,1,0,0,0,1,0,1,0,0,10,RY,NC
406,secretary,0,private,1,0,0,0,1,0,1,0,0,9,RY,NS
406,secretary,0,private,1,0,0,1,0,0,0,0,1,7,RY,NC
406,secretary,0,private,1,0,0,0,0,0,0,0,1,8,RY,NC
407,manager,0,nonprofit,0,0,0,0,0,1,0,0,1,2,RY,CC
407,manager,0,nonprofit,0,0,0,0,0,1,1,0,1,1,RY,CC
407,manager,0,nonprofit,0,0,0,0,1,0,0,0,0,1,RY,CC
407,manager,0,nonprofit,0,0,0,0,1,0,1,0,1,0,RY,CC
410,manager,0,private,0,0,0,0,0,1,1,0,0,4,NN,NS
410,manager,0,private,0,0,1,0,1,0,1,0,1,7,NY,NS
412,manager,0,unknown,0,0,0,0,0,1,0,0,0,3,NY,NS
411,secretary,0,unknown,1,0,0,0,1,0,0,0,0,3,RY,NC
411,secretary,0,unknown,1,0,0,0,0,0,0,0,1,2,RY,NC
411,secretary,0,unknown,1,0,0,0,1,0,0,0,0,4,RY,NC
412,manager,0,unknown,0,0,0,1,1,1,1,0,1,4,NN,NC
412,manager,0,unknown,0,0,0,0,1,1,1,1,0,4,NY,NC
411,secretary,0,unknown,1,0,0,0,1,1,0,0,0,4,RY,NC
412,manager,0,unknown,0,0,0,0,0,1,0,0,0,2,NY,NC
413,secretary,1,public,0,0,0,0,0,1,1,0,1,10,RY,NC
414,manager,1,private,0,0,1,0,1,0,1,0,1,4,NN,NS
414,manager,1,private,0,0,0,0,1,1,1,0,0,5,NN,NS
413,secretary,1,public,0,0,0,0,1,0,1,0,1,11,RY,NC
413,secretary,1,public,0,0,0,0,1,1,0,0,0,3,RY,NC
413,secretary,1,public,0,0,0,0,0,1,0,0,1,2,RY,NC
415,supervisor,0,public,0,0,0,0,1,0,0,0,0,2,RY,NC
415,supervisor,0,public,0,0,0,0,0,1,1,0,1,2,RY,NC
416,manager,0,unknown,0,0,0,0,1,0,1,0,1,2,NN,NC
416,manager,0,unknown,0,0,0,0,1,1,1,0,0,2,NN,NC
417,secretary,0,unknown,0,0,0,0,1,0,1,0,0,3,RY,SC
418,manager,0,public,0,0,1,1,1,1,1,0,0,6,NN,NC
417,secretary,0,unknown,0,0,0,0,1,0,1,0,1,5,RY,SC
418,manager,0,public,0,0,1,0,1,1,1,0,1,6,NN,NC
419,manager,0,private,0,0,0,0,1,1,1,0,0,6,NN,NC
419,manager,0,private,0,0,0,0,1,1,1,1,0,6,NN,NC
420,manager,1,public,0,0,0,1,1,1,1,0,0,4,RN,NC
420,manager,1,public,0,0,0,0,1,0,1,0,0,2,RN,NC
421,secretary,0,public,0,0,0,0,1,0,1,0,1,23,RY,NS
421,secretary,0,public,0,0,0,0,1,0,0,0,1,5,RY,NC
421,secretary,0,public,0,0,0,0,1,0,0,0,0,4,RY,NS
421,secretary,0,public,0,0,0,1,1,0,0,0,1,4,RY,NC
422,supervisor,0,private,0,0,0,0,0,0,1,0,1,0,RY,NS
422,supervisor,0,private,0,0,0,0,1,0,1,1,0,0,RY,NS
422,supervisor,0,private,0,0,0,0,1,1,0,0,0,0,RY,NS
423,manager,0,public,0,0,0,0,0,1,1,0,1,1,NN,NS
423,manager,0,public,0,0,0,0,0,1,0,0,0,5,NN,NC
422,supervisor,0,private,0,0,0,0,1,0,0,0,1,0,RY,NC
425,retail_sales,0,unknown,0,0,0,0,0,0,0,0,0,5,NN,NC
424,supervisor,0,private,0,0,0,0,1,1,0,0,0,3,RY,NC
425,retail_sales,0,unknown,0,0,0,0,0,1,0,0,0,4,NN,NS
424,supervisor,0,private,0,0,0,0,0,1,1,0,1,4,RY,NC
426,supervisor,0,unknown,1,0,1,1,1,1,1,0,0,9,NY,NC
426,supervisor,0,unknown,1,0,1,0,1,1,1,0,1,5,NN,NS
428,manager,0,private,0,0,0,0,1,0,1,0,1,6,NN,NC
427,supervisor,0,private,0,0,0,0,1,0,0,0,0,0,RY,NS
427,supervisor,0,private,0,0,0,0,1,0,0,0,1,1,RY,NC
427,supervisor,0,private,0,0,0,0,1,1,0,0,0,1,RY,NC
428,manager,0,private,0,0,0,0,1,0,1,0,0,5,NN,NC
427,supervisor,0,private,0,0,0,0,0,0,0,0,1,2,RY,NC
429,secretary,0,unknown,0,0,0,0,1,0,0,0,0,8,RY,NC
430,manager,0,private,0,0,0,0,1,0,1,0,1,4,NY,NS
429,secretary,0,unknown,0,0,0,0,0,1,1,0,1,5,RY,NC
430,manager,0,private,0,0,0,0,1,1,1,0,0,2,NN,NS
431,supervisor,0,private,0,0,0,0,1,0,0,0,0,3,RY,HS
431,supervisor,0,private,0,0,0,0,1,0,1,1,0,1,RY,HS
431,supervisor,0,private,0,0,0,0,0,0,0,0,0,3,RY,HS
432,manager,0,unknown,0,0,0,0,0,1,0,0,1,2,NY,NN
431,supervisor,0,private,0,0,0,0,1,0,1,0,0,2,RY,HS
432,manager,0,unknown,0,0,0,0,0,1,0,0,0,2,NN,NC
433,manager,0,private,0,0,0,0,0,0,0,0,0,6,NN,NS
433,manager,0,private,0,0,0,0,0,1,0,0,0,4,NN,NS
434,secretary,0,unknown,0,0,0,0,1,0,1,0,1,2,RY,NS
434,secretary,0,unknown,0,0,0,0,1,0,0,0,0,4,RY,NS
434,secretary,0,unknown,0,0,0,1,0,0,0,0,1,2,RY,NC
434,secretary,0,unknown,0,0,0,0,0,0,1,0,1,3,RY,NS
435,manager,0,private,0,0,0,0,0,1,0,0,1,6,NY,NC
435,manager,0,private,0,0,0,0,0,1,0,0,1,9,NY,NC
436,secretary,0,unknown,0,0,0,0,0,0,1,0,1,12,RY,NS
436,secretary,0,unknown,0,0,0,0,0,0,0,0,0,6,RY,NS
436,secretary,0,unknown,0,0,0,1,1,0,0,0,1,5,RY,NC
436,secretary,0,unknown,0,0,0,0,0,0,0,0,1,7,RY,NC
438,retail_sales,0,unknown,1,0,0,0,0,0,0,0,0,14,NN,NC
437,manager,0,private,0,0,0,0,1,0,0,0,1,12,RY,NC
437,manager,0,private,0,0,0,0,0,1,0,1,1,7,RY,NC
438,retail_sales,0,unknown,1,0,0,0,0,1,0,0,1,3,NN,NS
438,retail_sales,0,unknown,1,0,0,0,0,1,0,0,0,1,NN,NS
437,manager,0,private,0,0,0,1,0,0,0,0,1,5,RY,NC
437,manager,0,private,0,0,0,0,1,0,0,0,1,21,RY,NC
438,retail_sales,0,unknown,1,0,0,0,0,1,0,0,1,2,NY,NC
439,clerical,0,private,0,0,0,0,0,0,0,0,1,7,RY,NC
440,sales_rep,0,unknown,0,0,1,0,0,0,0,0,1,10,NY,NC
440,sales_rep,0,unknown,0,0,0,0,0,1,0,0,1,10,NN,NC
439,clerical,0,private,0,0,0,0,0,0,1,0,1,7,RY,NS
440,sales_rep,0,unknown,0,0,1,0,0,1,0,1,1,6,NY,NC
439,clerical,0,private,0,0,0,1,1,0,0,0,1,6,RY,NC
439,clerical,0,private,0,0,0,0,0,0,0,0,0,6,RY,NS
440,sales_rep,0,unknown,0,0,1,0,1,1,0,0,1,11,NY,NS
125,manager,0,private,0,0,0,0,1,1,1,0,0,11,NY,NC
125,manager,0,private,0,0,0,0,0,0,0,0,0,5,NY,NC
73,manager,0,private,0,0,0,0,0,0,1,0,0,15,NY,NC
201,retail_sales,0,private,0,0,0,0,0,0,0,0,1,7,NN,NC
184,retail_sales,0,unknown,0,0,0,1,0,0,0,0,1,8,NN,NS
100,manager,0,private,0,0,0,0,0,0,0,0,0,26,NN,NC
1,manager,0,private,0,0,0,0,0,0,1,0,0,15,NY,SC
184,retail_sales,0,unknown,0,0,0,0,1,1,1,0,0,6,NY,NC
201,retail_sales,0,private,0,0,0,0,1,0,0,0,0,6,NY,NC
73,manager,0,private,0,0,0,0,0,0,0,0,0,23,NN,NC
125,manager,0,private,0,0,0,0,0,0,1,0,0,15,NY,NC
225,manager,0,nonprofit,0,0,0,0,0,0,1,0,0,16,NY,SC
225,manager,0,nonprofit,0,0,0,0,0,0,0,0,0,6,NY,SC
184,retail_sales,0,unknown,0,0,0,1,0,0,0,1,1,10,NY,NC
73,manager,0,private,0,0,0,0,0,0,0,0,0,5,NY,NC
100,manager,0,private,0,0,0,0,1,1,1,0,0,14,NY,NC
1,manager,0,private,0,0,0,0,0,0,0,0,0,23,NN,SC
100,manager,0,private,0,0,0,0,0,0,0,0,0,8,NY,NC
73,manager,0,private,0,0,0,0,1,1,1,0,0,11,NY,NC
100,manager,0,private,0,0,0,0,0,0,1,0,0,18,NY,NC
1,manager,0,private,0,0,0,0,0,0,0,0,0,5,NY,SC
225,manager,0,nonprofit,0,0,0,0,1,1,1,0,0,12,NY,SC
225,manager,0,nonprofit,0,0,0,0,0,0,0,0,0,24,NN,SC
201,retail_sales,0,private,0,0,0,0,1,0,1,1,0,2,NY,NC
125,manager,0,private,0,0,0,0,0,0,0,0,0,23,NN,NC
1,manager,0,private,0,0,0,0,1,1,1,0,0,11,NY,SC
201,retail_sales,0,private,0,0,0,0,1,0,1,0,0,8,NY,NC
184,retail_sales,0,unknown,0,0,0,0,0,0,0,0,1,10,NN,NS
441,manager,0,private,0,0,1,0,1,0,0,0,0,3,RY,NC
441,manager,0,private,0,0,1,0,0,1,1,0,1,3,RY,NC
442,secretary,0,unknown,0,0,0,0,1,0,0,0,0,9,NY,NS
442,secretary,0,unknown,0,0,0,0,1,0,1,0,1,9,NY,NS
442,secretary,0,unknown,0,0,0,0,1,0,0,0,0,12,NY,NC
442,secretary,0,unknown,0,0,0,0,1,1,0,0,1,15,NY,NC
444,secretary,0,unknown,0,0,0,1,1,0,0,0,1,5,RY,NC
444,secretary,0,unknown,0,0,0,0,0,0,0,0,1,11,RY,NC
444,secretary,0,unknown,0,0,0,0,1,0,1,1,0,3,RY,NS
444,secretary,0,unknown,0,0,0,0,0,0,0,0,0,6,RY,NS
445,secretary,0,private,1,1,1,1,1,0,0,0,1,4,RY,NC
445,secretary,0,private,1,1,0,0,0,0,0,0,1,5,RY,NC
445,secretary,0,private,1,1,0,0,1,0,1,1,0,4,RY,NS
445,secretary,0,private,1,1,0,0,0,0,0,0,0,6,RY,NS
446,retail_sales,0,private,0,0,0,0,0,0,0,0,0,7,NN,NS
446,retail_sales,0,private,0,0,0,0,1,1,1,0,0,3,NY,NC
446,retail_sales,0,private,0,0,0,0,0,1,0,0,0,3,NY,NC
446,retail_sales,0,private,0,0,0,0,0,1,1,0,0,4,NY,NS
447,retail_sales,0,private,0,0,0,0,0,1,0,0,0,4,NN,NS
447,retail_sales,0,private,0,0,0,0,0,0,0,0,1,7,NN,NS
448,secretary,0,unknown,0,0,0,0,0,1,0,1,1,11,RY,NC
448,secretary,0,unknown,0,0,0,0,0,0,0,0,1,10,RY,NC
448,secretary,0,unknown,0,0,0,0,1,0,0,0,0,12,RY,NC
448,secretary,0,unknown,0,0,0,0,1,0,1,0,0,10,RY,NC
449,secretary,0,private,1,1,0,0,0,0,0,0,1,5,RY,NC
449,secretary,0,private,1,1,0,0,1,0,0,0,0,5,RY,NS
449,secretary,0,private,1,1,0,0,0,1,1,0,1,6,RY,NS
449,secretary,0,private,1,1,0,0,1,0,0,0,1,5,RY,NC
450,clerical,0,unknown,0,0,0,0,0,0,0,0,1,3,NY,NS
450,clerical,0,unknown,0,0,0,0,1,0,1,0,0,5,NY,NC
450,clerical,0,unknown,0,0,0,0,0,0,0,0,1,24,NY,NC
450,clerical,0,unknown,0,0,0,0,1,0,0,0,1,20,NY,NC
451,secretary,0,unknown,0,0,0,0,1,1,0,0,0,4,RY,NC
451,secretary,0,unknown,0,0,0,0,1,0,0,0,0,4,RY,NS
451,secretary,0,unknown,0,0,0,0,1,0,0,0,0,2,RY,NS
451,secretary,0,unknown,0,0,0,0,1,0,1,0,0,3,RY,NS
452,secretary,0,private,0,0,0,0,1,0,0,0,0,9,RY,NS
452,secretary,0,private,0,0,0,0,0,0,0,0,1,4,RY,NC
453,sales_rep,0,private,0,0,0,0,0,0,0,0,1,5,NY,NS
453,sales_rep,0,private,0,0,0,0,0,1,0,0,0,5,NY,NC
452,secretary,0,private,0,0,0,0,0,1,0,1,1,4,RY,NC
452,secretary,0,private,0,0,0,1,1,0,0,0,1,4,RY,NC
454,secretary,1,public,0,1,0,0,1,1,1,0,0,5,RY,NC
454,secretary,1,public,0,1,0,0,0,1,0,0,1,7,RN,NC
454,secretary,1,public,0,1,0,0,1,1,0,0,1,9,RN,NC
454,secretary,1,public,0,1,0,0,1,1,1,0,0,7,RY,NC
455,secretary,0,unknown,0,1,0,0,1,0,0,0,0,9,RY,NS
455,secretary,0,unknown,0,1,1,0,1,1,0,0,0,10,RY,NC
455,secretary,0,unknown,0,1,0,1,0,0,0,0,1,9,RY,NC
455,secretary,0,unknown,0,1,0,0,1,0,1,0,0,10,RY,NS
456,secretary,0,private,1,0,0,0,0,0,0,0,0,13,RY,SC
456,secretary,0,private,1,0,0,0,1,0,1,0,1,9,RY,SC
456,secretary,0,private,1,0,0,0,0,0,0,0,1,8,RY,SC
456,secretary,0,private,1,0,0,0,0,0,0,0,1,10,RY,SC
457,supervisor,0,unknown,0,0,0,0,1,1,1,0,1,1,RY,NS
457,supervisor,0,unknown,0,0,0,0,0,0,0,0,1,1,RY,NC
457,supervisor,0,unknown,0,0,0,0,0,0,0,0,0,2,RY,NC
457,supervisor,0,unknown,0,0,0,0,1,1,0,0,0,1,RY,NC
458,supervisor,0,private,0,0,0,0,1,0,1,0,1,12,RY,NC
458,supervisor,0,private,0,0,1,0,0,1,0,0,1,3,RY,NC
459,sales_rep,0,private,0,0,0,0,0,0,0,0,0,5,RY,NS
458,supervisor,0,private,0,0,0,0,1,1,0,0,0,4,RY,NC
458,supervisor,0,private,0,0,0,0,0,0,0,0,0,7,RY,NC
459,sales_rep,0,private,0,0,0,0,1,1,1,0,1,4,RY,NC
460,secretary,0,private,0,0,0,0,1,0,0,0,0,6,NY,NC
460,secretary,0,private,0,0,0,0,0,0,0,0,0,2,NY,NC
460,secretary,0,private,0,0,0,0,0,1,1,0,1,6,NY,NC
461,retail_sales,0,unknown,0,0,1,0,1,1,1,0,0,1,NN,NC
461,retail_sales,0,unknown,0,0,0,0,1,0,1,0,0,1,NN,NC
460,secretary,0,private,0,0,1,0,1,0,1,0,1,11,NY,NC
462,supervisor,0,private,0,0,1,0,1,0,1,0,0,3,NY,NC
462,supervisor,0,private,0,0,1,0,1,0,1,0,1,3,NY,NC
462,supervisor,0,private,0,0,1,0,0,0,0,0,0,3,NY,NC
462,supervisor,0,private,0,0,0,0,1,0,0,0,0,3,NY,NC
464,manager,0,private,0,0,0,0,1,1,1,0,0,4,NN,NC
463,secretary,0,unknown,0,0,0,0,1,0,0,0,0,3,RY,NC
463,secretary,0,unknown,0,0,0,0,1,0,1,0,1,5,RY,NC
464,manager,0,private,0,0,0,0,0,1,1,0,1,4,NY,NN
463,secretary,0,unknown,0,0,0,0,1,0,1,0,0,5,RY,NC
463,secretary,0,unknown,0,0,0,0,0,0,0,0,0,3,RY,NC
465,secretary,0,unknown,0,0,0,0,1,0,0,0,0,3,RY,NC
465,secretary,0,unknown,0,0,0,0,1,1,0,0,0,7,RN,NC
465,secretary,0,unknown,0,0,0,0,0,0,0,0,1,2,RY,NC
466,sales_rep,0,unknown,0,0,0,0,0,1,0,0,0,6,NN,SC
465,secretary,0,unknown,0,0,0,0,1,1,0,0,0,4,RY,NC
466,sales_rep,0,unknown,0,0,0,1,0,1,0,0,0,6,NN,SC
467,secretary,0,private,0,0,0,0,1,0,0,0,0,7,RY,NC
467,secretary,0,private,0,0,0,0,1,0,1,0,0,9,RY,NC
467,secretary,0,private,0,0,0,0,1,0,0,0,0,15,RY,NC
467,secretary,0,private,0,0,0,0,1,0,1,0,0,12,RY,NC
469,sales_rep,0,private,0,0,0,0,0,0,0,0,1,6,NN,NC
468,secretary,0,unknown,0,0,0,0,1,0,1,0,0,4,RY,NC
469,sales_rep,0,private,0,0,0,1,0,1,0,0,0,6,NN,NC
468,secretary,0,unknown,0,0,0,0,1,1,0,0,0,7,RY,NC
468,secretary,0,unknown,0,0,0,0,0,1,0,0,1,6,RY,NC
468,secretary,0,unknown,0,0,0,0,1,1,0,0,0,5,RY,NC
470,secretary,1,private,0,0,0,0,1,0,1,0,0,0,RY,NC
470,secretary,1,private,0,0,0,0,1,1,0,0,0,0,RY,NC
470,secretary,1,private,0,0,0,0,0,1,0,0,1,1,RY,NC
470,secretary,1,private,0,0,0,0,1,1,0,0,0,0,RY,NC
471,supervisor,0,private,0,0,0,0,1,0,1,0,1,1,NY,NS
471,supervisor,0,private,0,0,0,0,1,0,1,0,0,1,NY,NS
471,supervisor,0,private,0,0,0,0,1,0,1,0,0,3,NY,NC
471,supervisor,0,private,0,0,0,0,0,0,0,0,1,2,NY,NC
472,retail_sales,0,unknown,0,0,0,0,0,0,1,1,1,6,NY,NS
472,retail_sales,0,unknown,0,0,0,0,1,1,1,0,1,3,NY,NC
473,secretary,0,public,0,0,0,0,1,0,0,0,1,4,RY,NC
473,secretary,0,public,0,0,0,0,1,0,1,1,0,0,RY,NS
473,secretary,0,public,0,0,0,0,0,0,0,0,1,2,RY,NC
473,secretary,0,public,0,0,0,0,0,1,1,0,1,19,RY,NS
474,supervisor,0,private,0,0,0,1,0,0,0,0,1,5,RY,SC
475,retail_sales,0,unknown,0,0,0,0,0,1,0,0,0,2,NY,NC
474,supervisor,0,private,0,0,0,0,1,1,0,0,0,5,RY,SC
474,supervisor,0,private,0,0,0,0,0,0,0,0,1,4,RY,SC
474,supervisor,0,private,0,0,0,0,1,0,1,0,0,5,RY,SS
475,retail_sales,0,unknown,0,0,0,0,0,0,0,0,0,2,NN,NC
476,secretary,0,unknown,0,0,0,0,1,1,0,0,0,3,RY,NC
476,secretary,0,unknown,0,0,0,0,0,1,0,0,1,3,RY,NC
476,secretary,0,unknown,0,0,0,0,1,0,0,0,1,3,RY,NC
476,secretary,0,unknown,0,0,0,0,1,0,0,0,0,3,RY,NS
477,secretary,0,unknown,0,0,0,0,1,0,1,1,0,3,RY,CS
477,secretary,0,unknown,0,0,0,0,1,0,0,0,0,16,RY,CS
477,secretary,0,unknown,0,0,0,0,0,0,0,0,1,6,RY,CS
477,secretary,0,unknown,0,0,0,0,1,0,0,0,1,6,RY,CC
478,secretary,0,private,0,0,0,0,0,1,0,1,1,7,RY,NC
478,secretary,0,private,0,0,0,0,1,0,0,0,1,4,RY,NC
478,secretary,0,private,0,0,0,0,0,0,0,0,1,11,RY,NC
479,sales_rep,1,unknown,0,0,0,0,1,0,0,0,1,5,NN,NC
478,secretary,0,private,0,0,0,0,1,0,0,0,0,2,RY,NS
479,sales_rep,1,unknown,0,0,0,0,0,0,0,0,0,5,NN,NS
480,sales_rep,1,unknown,0,0,0,0,1,1,1,0,0,4,NN,NS
480,sales_rep,1,unknown,0,0,0,0,0,0,1,0,1,6,NY,NS
481,secretary,0,nonprofit,0,0,0,0,1,0,1,0,0,5,NY,NS
481,secretary,0,nonprofit,0,0,0,0,0,0,0,0,0,6,NY,NS
481,secretary,0,nonprofit,0,0,0,0,1,0,1,1,0,4,NY,NS
481,secretary,0,nonprofit,0,0,0,0,1,0,0,0,0,6,NY,NS
482,secretary,0,private,0,0,0,0,1,0,0,0,0,6,RY,NS
482,secretary,0,private,0,0,0,0,0,0,0,0,0,4,RY,NS
482,secretary,0,private,0,0,0,0,1,0,1,0,0,4,RY,NS
483,sales_rep,0,unknown,0,0,0,0,1,1,1,0,0,4,NN,NS
482,secretary,0,private,0,0,0,0,1,0,1,1,0,4,RY,NS
483,sales_rep,0,unknown,0,0,0,0,0,0,1,0,1,6,NY,NS
484,secretary,0,unknown,0,0,0,0,1,0,0,0,0,12,NY,NC
484,secretary,0,unknown,0,0,0,0,1,0,0,0,0,16,NY,NS
484,secretary,0,unknown,0,0,0,0,1,0,0,0,0,7,NY,NC
484,secretary,0,unknown,0,0,0,0,0,0,0,0,1,15,NY,NC
485,sales_rep,0,unknown,0,0,0,0,1,1,0,0,0,0.5,NN,SS
485,sales_rep,0,unknown,0,0,0,1,1,1,0,0,0,10.5,NY,SC
485,sales_rep,0,unknown,0,0,1,0,0,1,0,0,1,0.5,NY,SC
485,sales_rep,0,unknown,0,0,0,0,0,1,0,0,1,2.5,NY,SS
486,sales_rep,0,unknown,0,0,0,0,0,1,0,0,1,8,NY,NS
486,sales_rep,0,unknown,0,0,0,0,0,1,0,0,1,6,NY,NC
486,sales_rep,0,unknown,0,0,0,0,0,0,0,0,1,8,NN,NC
486,sales_rep,0,unknown,0,0,0,0,0,1,0,0,1,5,NN,NS
79,sales_rep,0,unknown,0,0,0,0,1,0,0,0,0,6,NY,NC
132,retail_sales,0,unknown,0,0,0,0,1,0,0,0,0,6,NY,NC
132,retail_sales,0,unknown,0,0,0,0,0,0,0,0,1,7,NN,NC
234,sales_rep,0,private,0,0,0,0,1,0,1,0,0,8,NY,HC
47,retail_sales,0,private,0,0,0,0,1,0,0,0,0,8,NY,NC
234,sales_rep,0,private,0,0,0,0,1,0,1,1,0,2,NY,HC
47,retail_sales,0,private,0,0,0,0,0,0,1,0,0,8,NN,NC
234,sales_rep,0,private,0,0,0,0,0,0,0,0,1,7,NN,HC
132,retail_sales,0,unknown,0,0,0,0,1,0,1,0,0,8,NY,NC
192,retail_sales,0,unknown,0,0,0,0,1,0,1,1,0,2,NY,NC
234,sales_rep,0,private,0,0,0,0,1,0,0,0,0,6,NY,HC
192,retail_sales,0,unknown,0,0,0,0,1,0,0,0,0,6,NY,NC
192,retail_sales,0,unknown,0,0,0,0,0,0,0,0,1,7,NN,NC
47,retail_sales,0,private,0,0,0,0,1,0,0,0,0,8,NN,NC
210,sales_rep,0,private,0,0,0,0,1,0,0,0,0,3,NY,SC
